environment,media_s1,absente,comportament,trece
urban,10.0,5.0,0.77,1
urban,6.39,4.0,0.66,1
urban,8.46,6.0,0.32,1
urban,5.7,,0.7,0
rural,2.82,4.0,0.98,0
rural,6.66,6.0,0.14,1
urban,6.47,4.0,0.24,1
rural,6.2,7.0,0.45,1
urban,6.77,,0.31,0
rural,7.53,6.0,0.32,1
urban,6.7,4.0,0.43,1
urban,4.47,5.0,0.79,1
urban,7.97,5.0,0.36,1
urban,3.1,5.0,0.26,0
urban,2.9,6.0,0.55,0
urban,8.48,6.0,0.87,1
rural,8.01,8.0,0.7,1
urban,6.89,4.0,0.34,1
rural,4.21,9.0,0.97,1
urban,5.58,11.0,0.69,1
rural,6.47,5.0,0.14,1
rural,3.81,5.0,0.69,0
rural,5.52,5.0,0.91,1
urban,8.3,2.0,0.47,1
urban,9.85,4.0,0.73,1
rural,6.16,6.0,0.15,1
urban,8.51,3.0,0.11,1
rural,3.17,6.0,0.63,1
urban,8.32,6.0,0.4,1
rural,5.39,2.0,0.46,1
rural,7.61,,0.31,0
urban,6.5,7.0,0.46,1
rural,,7.0,0.1,0
urban,5.25,5.0,0.11,1
rural,8.26,4.0,0.44,1
rural,6.44,3.0,0.45,1
urban,6.68,5.0,0.87,1
urban,6.63,2.0,0.33,1
urban,5.31,5.0,0.68,1
rural,6.97,6.0,0.3,1
urban,6.87,7.0,,1
rural,7.48,,0.71,0
rural,7.17,4.0,0.56,1
urban,8.6,3.0,,1
urban,8.85,4.0,0.48,1
rural,4.9,4.0,0.84,1
rural,8.74,12.0,0.75,1
urban,4.63,6.0,0.93,1
urban,8.18,4.0,0.88,1
urban,8.24,4.0,0.67,1
urban,3.18,13.0,0.19,1
urban,7.19,6.0,0.36,1
rural,6.06,4.0,0.55,1
rural,5.48,5.0,0.03,1
rural,9.7,3.0,0.68,1
rural,5.69,4.0,0.98,1
urban,5.39,6.0,0.83,1
urban,7.15,5.0,0.69,1
urban,8.37,6.0,0.68,1
rural,6.72,5.0,0.9,1
rural,9.33,,0.31,0
urban,8.06,5.0,0.45,1
urban,2.64,7.0,0.66,0
rural,5.94,5.0,0.57,1
rural,5.88,4.0,0.84,1
urban,7.96,7.0,0.37,1
urban,1.75,,0.42,0
rural,10.0,4.0,0.25,1
urban,8.06,5.0,0.64,1
urban,7.3,1.0,0.39,1
urban,9.36,7.0,0.55,1
rural,10.0,1.0,0.06,1
rural,8.74,5.0,0.7,1
rural,8.9,5.0,0.53,1
rural,7.26,4.0,0.74,1
rural,6.72,4.0,0.25,1
rural,6.05,5.0,0.86,1
rural,5.35,7.0,0.87,1
urban,5.63,1.0,0.44,1
urban,4.3,8.0,0.1,0
urban,6.85,3.0,0.51,1
urban,3.63,4.0,0.65,1
urban,7.38,4.0,0.6,1
urban,6.93,6.0,0.9,1
urban,7.29,6.0,0.92,1
rural,5.96,3.0,0.62,1
rural,10.0,3.0,,1
urban,9.72,2.0,0.13,1
urban,4.51,3.0,0.39,1
rural,7.47,5.0,0.33,1
urban,5.78,6.0,0.35,1
urban,4.97,6.0,0.73,1
rural,4.32,6.0,0.49,0
urban,7.86,5.0,0.5,1
rural,5.64,5.0,0.25,1
urban,8.94,6.0,0.17,1
rural,8.99,6.0,0.41,1
rural,9.75,5.0,0.06,1
rural,5.3,6.0,0.16,1
urban,,6.0,0.82,0
rural,8.26,6.0,0.44,1
urban,6.05,4.0,0.98,1
urban,5.46,7.0,0.0,1
urban,10.0,6.0,0.92,1
urban,7.45,3.0,0.65,1
rural,8.27,7.0,0.62,1
rural,5.36,4.0,0.84,1
urban,4.56,9.0,0.63,0
urban,5.86,5.0,0.03,1
rural,6.75,5.0,0.91,1
urban,4.87,9.0,0.87,1
rural,6.98,5.0,0.52,1
urban,3.62,3.0,0.13,0
urban,4.76,5.0,0.82,1
rural,8.34,3.0,0.53,1
urban,8.21,5.0,,1
rural,6.22,5.0,0.99,1
urban,4.96,3.0,0.16,1
urban,4.95,7.0,0.16,0
urban,6.25,3.0,0.6,1
rural,8.29,6.0,0.27,1
urban,8.86,8.0,0.41,1
urban,6.01,3.0,0.24,1
urban,4.69,4.0,0.78,0
urban,7.54,6.0,0.27,1
rural,5.35,5.0,0.84,1
rural,5.96,7.0,0.74,1
urban,9.65,,0.3,0
rural,8.65,6.0,0.8,1
urban,7.32,8.0,0.32,1
urban,4.46,3.0,0.41,1
urban,7.42,5.0,0.08,1
rural,9.13,2.0,0.57,1
rural,6.25,6.0,0.82,1
rural,9.7,6.0,0.62,1
rural,9.59,1.0,0.55,1
rural,10.0,5.0,0.9,1
rural,7.61,2.0,0.44,1
rural,8.17,4.0,1.0,1
rural,9.83,3.0,0.46,1
rural,7.89,7.0,0.64,1
urban,6.0,4.0,0.05,1
rural,6.1,6.0,0.7,1
rural,7.48,9.0,0.32,1
rural,4.42,4.0,0.13,1
rural,6.71,4.0,0.15,1
rural,9.19,4.0,0.51,1
rural,2.62,4.0,,0
rural,10.0,5.0,0.7,1
rural,9.24,9.0,0.45,1
rural,6.08,3.0,,1
rural,8.09,6.0,0.07,1
rural,7.01,4.0,0.12,1
urban,9.46,6.0,,1
urban,8.97,3.0,0.1,1
rural,4.2,8.0,0.76,1
rural,8.17,5.0,0.36,1
urban,6.59,7.0,0.6,1
rural,7.17,4.0,0.76,1
urban,5.54,4.0,0.55,1
urban,10.0,2.0,0.53,1
urban,9.08,7.0,0.45,1
urban,5.52,5.0,0.7,1
urban,4.33,6.0,0.53,1
rural,6.23,8.0,0.4,1
urban,7.87,7.0,0.62,1
rural,7.48,4.0,0.96,1
rural,9.51,4.0,0.81,1
urban,8.58,3.0,0.45,1
urban,8.94,6.0,0.61,1
rural,7.65,9.0,0.39,1
urban,4.22,4.0,0.52,1
urban,6.61,8.0,,1
rural,9.12,4.0,0.84,1
rural,6.9,5.0,0.06,1
urban,8.01,1.0,0.16,1
rural,6.36,3.0,0.58,1
urban,4.94,5.0,0.7,1
urban,6.75,1.0,0.66,1
urban,7.62,6.0,0.25,1
rural,5.69,5.0,0.65,1
rural,6.53,6.0,0.46,1
rural,5.12,5.0,0.24,1
rural,9.24,,0.88,0
rural,6.41,4.0,0.53,1
urban,9.91,3.0,0.86,1
urban,10.0,5.0,0.42,1
urban,6.84,5.0,0.63,1
urban,4.98,3.0,0.82,1
rural,2.83,5.0,0.33,0
urban,4.06,6.0,0.86,1
rural,4.25,8.0,0.35,1
urban,9.76,7.0,0.2,1
rural,7.23,4.0,0.74,1
rural,7.78,4.0,0.33,1
urban,2.56,1.0,0.95,0
urban,4.6,4.0,0.8,1
urban,8.77,4.0,0.23,1
urban,7.57,7.0,0.99,1
rural,6.71,4.0,0.36,1
urban,8.13,6.0,0.56,1
urban,10.0,4.0,0.07,1
rural,6.56,5.0,0.04,1
urban,7.14,3.0,0.3,1
urban,7.39,3.0,0.01,1
urban,10.0,4.0,0.28,1
urban,,8.0,0.52,0
urban,8.37,6.0,0.69,1
rural,6.77,5.0,0.25,1
urban,8.13,7.0,,1
urban,5.69,8.0,0.38,1
urban,6.9,4.0,0.33,1
urban,8.42,7.0,0.39,1
urban,10.0,4.0,0.49,1
rural,8.62,,,0
urban,5.3,4.0,0.46,1
rural,6.15,6.0,0.26,1
rural,6.09,3.0,0.06,1
urban,3.41,2.0,0.21,0
urban,,,0.93,0
urban,8.47,7.0,0.51,1
urban,4.45,6.0,0.98,0
rural,9.1,10.0,,1
urban,7.98,5.0,0.29,1
urban,5.53,5.0,0.64,1
urban,6.72,6.0,0.36,1
urban,,6.0,,0
urban,8.47,2.0,0.84,1
urban,,3.0,0.03,0
rural,6.52,5.0,0.67,1
rural,7.15,4.0,0.88,1
urban,5.98,10.0,0.17,1
urban,2.79,4.0,0.4,0
urban,10.0,6.0,0.81,1
rural,7.31,5.0,0.54,1
urban,7.8,9.0,0.36,1
rural,6.88,5.0,0.63,1
urban,5.53,10.0,0.32,1
urban,6.63,8.0,0.63,1
urban,3.8,6.0,0.15,1
urban,10.0,6.0,0.23,1
rural,4.53,4.0,0.01,1
rural,4.94,5.0,0.18,1
urban,6.12,,0.13,0
urban,9.58,3.0,0.6,1
rural,7.03,7.0,0.94,1
rural,,4.0,0.22,0
rural,9.51,6.0,0.13,1
rural,,4.0,0.54,0
urban,8.08,4.0,,1
rural,8.43,4.0,0.54,1
urban,10.0,7.0,0.5,1
rural,10.0,5.0,0.02,1
rural,5.63,5.0,0.96,1
rural,10.0,7.0,0.2,1
rural,7.77,2.0,,1
rural,8.0,6.0,0.38,1
urban,3.62,,0.16,0
urban,6.66,5.0,0.11,1
rural,5.37,5.0,0.51,1
rural,8.66,4.0,0.36,1
urban,9.14,,0.92,0
rural,,6.0,0.2,0
rural,6.96,5.0,0.72,1
urban,9.24,2.0,0.19,1
rural,6.63,2.0,0.87,1
rural,8.46,3.0,0.51,1
urban,7.7,4.0,0.83,1
urban,7.68,5.0,0.44,1
urban,6.46,6.0,0.18,1
rural,4.57,9.0,0.54,0
urban,4.76,3.0,0.27,1
urban,8.42,5.0,0.18,1
urban,7.04,3.0,0.9,1
urban,6.72,4.0,0.55,1
urban,6.15,3.0,0.8,1
urban,6.39,9.0,,1
rural,9.09,6.0,0.0,1
rural,6.33,1.0,0.89,1
urban,4.32,5.0,0.77,0
urban,8.49,6.0,0.27,1
urban,6.59,6.0,0.23,1
rural,7.06,4.0,0.06,1
rural,10.0,4.0,0.09,1
rural,6.96,3.0,0.19,1
rural,7.58,2.0,0.0,1
rural,4.64,3.0,0.32,1
rural,6.56,4.0,0.92,1
rural,8.22,,0.56,0
rural,3.89,5.0,0.58,0
rural,7.4,2.0,0.24,1
urban,7.2,2.0,0.23,1
urban,7.08,4.0,0.37,1
urban,9.07,5.0,0.26,1
urban,7.67,6.0,0.86,1
rural,9.96,6.0,0.18,1
rural,5.01,6.0,0.67,1
urban,7.27,4.0,0.49,1
rural,7.17,9.0,0.68,1
urban,4.86,2.0,0.83,0
rural,8.91,5.0,0.34,1
urban,10.0,8.0,0.54,1
rural,6.97,6.0,0.5,1
rural,8.01,3.0,0.37,1
urban,7.17,5.0,0.81,1
rural,5.57,5.0,0.01,1
urban,3.36,6.0,,1
urban,5.59,9.0,0.83,1
urban,4.22,8.0,0.87,1
urban,10.0,1.0,0.69,1
rural,6.77,7.0,0.34,1
rural,6.31,4.0,0.82,1
rural,8.78,3.0,0.08,1
urban,4.76,,0.27,0
rural,5.47,5.0,0.09,1
urban,7.14,4.0,0.11,1
rural,9.06,6.0,0.59,1
rural,8.0,9.0,0.07,1
rural,7.5,8.0,0.68,1
urban,7.16,3.0,0.35,1
rural,7.8,3.0,0.06,1
rural,7.4,5.0,0.29,1
urban,4.94,8.0,0.4,1
rural,7.09,6.0,0.37,1
urban,4.85,,0.51,0
rural,7.16,7.0,0.5,1
urban,6.04,4.0,0.36,1
urban,10.0,7.0,0.9,1
rural,6.92,10.0,0.22,1
urban,4.19,3.0,0.34,1
urban,6.73,7.0,0.55,1
urban,8.04,,0.25,0
urban,10.0,5.0,0.15,1
urban,5.82,1.0,0.01,1
urban,3.84,6.0,0.95,0
rural,8.63,2.0,0.78,1
urban,4.24,3.0,,1
urban,6.13,2.0,0.04,1
rural,,5.0,0.07,0
rural,6.86,3.0,0.55,1
rural,8.38,5.0,0.02,1
rural,5.63,2.0,0.27,1
rural,6.45,4.0,,1
rural,6.97,6.0,0.36,1
rural,7.3,6.0,0.98,1
urban,7.2,,,0
urban,7.87,1.0,0.39,1
rural,8.69,5.0,0.01,1
urban,7.79,7.0,0.59,1
urban,7.91,7.0,0.34,1
urban,3.84,4.0,0.5,0
rural,7.1,2.0,0.79,1
rural,7.96,4.0,0.55,1
urban,8.46,4.0,0.67,1
rural,5.62,6.0,,1
urban,5.68,4.0,0.75,1
urban,5.85,3.0,0.6,1
urban,8.07,2.0,0.87,1
urban,9.07,,0.76,0
rural,6.19,8.0,0.23,1
rural,8.82,,0.52,0
rural,7.25,5.0,0.87,1
urban,6.75,,0.86,0
rural,6.58,,0.48,0
urban,8.49,6.0,0.31,1
rural,7.65,4.0,0.21,1
urban,10.0,8.0,0.19,1
urban,5.3,2.0,0.14,1
urban,8.04,6.0,1.0,1
rural,5.94,2.0,0.66,1
rural,5.26,10.0,0.31,1
rural,6.98,6.0,0.29,1
rural,,9.0,0.31,0
urban,10.0,3.0,0.87,1
rural,6.63,8.0,0.51,1
rural,4.74,5.0,0.27,0
urban,7.55,9.0,0.8,1
urban,2.85,9.0,0.75,0
urban,6.82,,0.47,0
rural,7.03,5.0,0.69,1
urban,8.59,4.0,0.74,1
urban,8.95,15.0,0.05,1
urban,,5.0,0.88,0
rural,6.7,4.0,0.29,1
urban,5.47,5.0,0.98,1
rural,4.74,6.0,0.91,1
rural,7.62,6.0,,1
urban,4.45,5.0,0.62,1
urban,6.17,5.0,,1
rural,5.01,5.0,0.56,1
urban,8.1,6.0,0.62,1
urban,10.0,3.0,0.93,1
rural,4.4,6.0,0.57,0
rural,3.29,3.0,0.24,1
urban,6.75,5.0,0.46,1
rural,7.03,2.0,0.35,1
urban,7.44,6.0,0.17,1
urban,6.11,7.0,0.21,1
urban,6.6,3.0,0.06,1
rural,7.74,4.0,,1
urban,9.08,7.0,0.26,1
urban,3.09,5.0,0.76,0
urban,6.26,3.0,0.37,1
rural,7.43,5.0,0.69,1
rural,5.16,5.0,1.0,1
rural,10.0,4.0,0.58,1
rural,,2.0,0.61,0
rural,6.92,7.0,0.55,1
urban,8.11,6.0,0.4,1
rural,5.82,3.0,0.19,1
rural,3.31,,0.98,0
rural,6.14,4.0,0.48,1
urban,9.06,8.0,0.94,1
rural,6.33,11.0,0.26,1
rural,5.31,3.0,0.11,1
urban,8.85,,0.64,0
rural,6.34,7.0,0.85,1
urban,5.98,7.0,0.66,1
urban,7.3,3.0,0.74,1
urban,8.54,7.0,0.61,1
urban,10.0,2.0,0.75,1
urban,8.65,6.0,,1
rural,9.32,6.0,0.39,1
urban,5.99,11.0,0.78,1
urban,4.95,2.0,0.8,0
rural,,3.0,0.08,0
urban,7.21,6.0,0.02,1
rural,4.84,5.0,0.67,0
rural,6.65,2.0,,1
rural,7.8,4.0,0.17,1
urban,,5.0,0.2,0
urban,8.01,7.0,,1
urban,7.58,1.0,0.2,1
rural,5.99,3.0,0.18,1
urban,5.97,,0.01,0
urban,4.6,1.0,0.77,0
urban,10.0,4.0,,1
rural,7.03,6.0,0.57,1
rural,6.55,7.0,0.3,1
urban,5.14,2.0,0.18,1
urban,,5.0,0.35,0
urban,4.85,1.0,0.26,1
urban,6.14,5.0,0.43,1
rural,7.83,5.0,0.69,1
rural,8.2,4.0,0.05,1
rural,8.92,3.0,0.18,1
rural,10.0,2.0,0.08,1
urban,8.01,4.0,0.97,1
urban,4.89,3.0,0.57,1
urban,6.49,6.0,0.82,1
rural,7.62,6.0,0.27,1
urban,10.0,3.0,0.9,1
rural,4.2,8.0,0.63,0
rural,9.41,6.0,0.41,1
urban,7.36,6.0,0.6,1
urban,8.68,6.0,0.13,1
urban,6.8,4.0,0.31,1
rural,5.32,5.0,0.54,1
urban,8.5,4.0,0.64,1
rural,8.31,9.0,0.22,1
urban,8.94,2.0,0.99,1
rural,6.97,6.0,0.83,1
rural,5.8,10.0,0.58,1
urban,3.88,6.0,0.97,0
rural,8.64,4.0,0.51,1
rural,7.85,7.0,0.95,1
urban,5.07,5.0,0.75,1
rural,5.92,5.0,0.22,1
urban,,4.0,0.41,0
rural,4.03,4.0,0.26,0
urban,5.36,6.0,,1
urban,4.73,4.0,0.77,1
rural,6.18,5.0,0.68,1
rural,5.52,2.0,0.55,1
rural,3.75,10.0,0.4,1
rural,10.0,7.0,0.98,1
rural,9.51,4.0,0.03,1
urban,5.44,3.0,0.12,1
rural,7.54,3.0,0.6,1
urban,7.83,7.0,0.76,1
urban,9.38,6.0,0.96,1
rural,,3.0,0.49,0
urban,9.18,9.0,0.27,1
urban,5.9,2.0,0.86,1
urban,4.33,6.0,,0
urban,8.45,8.0,0.13,1
rural,9.58,4.0,0.52,1
urban,10.0,6.0,0.53,1
rural,4.6,4.0,0.23,0
rural,8.4,4.0,0.14,1
urban,6.18,4.0,0.14,1
rural,8.57,1.0,0.82,1
rural,4.06,,0.5,0
rural,,2.0,,0
urban,5.45,6.0,0.96,1
rural,7.16,3.0,0.79,1
rural,5.72,8.0,0.16,1
rural,8.32,3.0,0.42,1
urban,9.05,7.0,0.5,1
rural,8.2,5.0,0.7,1
urban,10.0,,0.96,0
urban,7.83,4.0,0.29,1
urban,4.57,1.0,0.86,0
urban,9.73,7.0,0.07,1
urban,5.79,6.0,0.87,1
urban,8.82,5.0,0.69,1
rural,10.0,3.0,0.03,1
urban,7.91,5.0,0.61,1
rural,4.01,4.0,0.93,0
rural,5.16,6.0,,1
urban,9.65,4.0,0.12,1
rural,6.66,3.0,0.99,1
rural,7.16,6.0,,1
rural,8.52,5.0,0.53,1
rural,8.39,5.0,0.97,1
urban,7.56,8.0,,1
rural,,4.0,0.68,0
urban,6.37,5.0,,1
rural,,4.0,0.75,0
rural,8.11,3.0,0.8,1
urban,6.49,4.0,0.07,1
rural,9.16,4.0,0.93,1
rural,6.74,4.0,0.55,1
rural,5.3,7.0,0.53,1
urban,5.48,3.0,0.84,1
rural,5.04,4.0,0.31,1
urban,6.46,9.0,0.66,1
rural,9.47,4.0,0.32,1
urban,5.39,2.0,0.76,1
urban,7.38,5.0,0.43,1
rural,5.69,5.0,0.19,1
rural,,3.0,0.91,0
urban,3.98,11.0,0.75,0
urban,6.56,3.0,0.01,1
rural,6.61,5.0,0.06,1
urban,8.08,7.0,0.38,1
rural,7.45,7.0,0.78,1
rural,4.6,5.0,0.28,1
rural,9.17,5.0,,1
rural,7.42,5.0,,1
urban,7.4,1.0,0.86,1
rural,,2.0,0.01,0
urban,5.96,7.0,0.96,1
rural,7.44,3.0,0.59,1
urban,7.95,2.0,0.59,1
rural,3.51,4.0,0.1,1
urban,5.92,4.0,0.61,1
urban,6.49,7.0,0.53,1
rural,7.51,,0.54,0
rural,9.39,3.0,0.19,1
rural,5.46,5.0,0.54,1
rural,6.0,5.0,0.07,1
urban,5.97,3.0,0.02,1
rural,,6.0,0.21,0
urban,6.31,3.0,0.8,1
urban,8.54,5.0,,1
rural,4.89,11.0,0.89,0
urban,7.86,2.0,0.39,1
urban,3.6,4.0,,0
urban,5.88,8.0,0.7,1
urban,6.34,7.0,0.41,1
rural,10.0,3.0,0.38,1
rural,6.45,8.0,0.47,1
rural,2.6,6.0,0.11,0
rural,3.0,4.0,0.2,0
urban,7.07,3.0,0.6,1
urban,,9.0,0.61,0
rural,7.75,7.0,0.59,1
rural,7.34,4.0,0.2,1
rural,9.32,5.0,0.44,1
urban,5.92,5.0,0.92,1
rural,8.79,0.0,0.86,1
rural,3.74,2.0,0.56,1
rural,5.19,5.0,0.9,1
urban,3.39,2.0,0.68,1
urban,6.45,7.0,0.41,1
urban,6.91,5.0,0.78,1
urban,7.23,7.0,0.3,1
urban,7.12,7.0,0.85,1
urban,5.14,5.0,0.33,1
urban,6.62,5.0,0.79,1
urban,4.01,4.0,0.28,1
rural,9.73,5.0,0.92,1
rural,6.39,6.0,0.18,1
urban,6.02,7.0,0.72,1
urban,10.0,4.0,0.41,1
rural,4.52,6.0,0.02,1
urban,4.75,13.0,0.33,0
urban,4.81,4.0,0.2,1
urban,6.86,3.0,0.56,1
rural,7.86,7.0,0.26,1
rural,8.48,3.0,0.07,1
rural,,6.0,0.95,0
rural,2.5,5.0,0.85,0
rural,8.22,7.0,0.05,1
urban,5.89,4.0,0.27,1
rural,5.83,8.0,0.63,1
urban,5.76,9.0,0.32,1
urban,5.18,8.0,0.28,1
rural,10.0,6.0,0.6,1
rural,8.68,5.0,0.19,1
urban,7.05,3.0,0.65,1
urban,9.7,4.0,0.09,1
urban,3.97,4.0,0.32,1
rural,4.34,6.0,0.12,0
rural,2.64,5.0,0.3,0
rural,5.6,3.0,0.68,1
rural,7.32,6.0,0.76,1
rural,7.21,5.0,0.15,1
urban,,8.0,0.75,0
rural,4.18,3.0,0.08,0
urban,8.61,5.0,0.22,1
urban,7.48,2.0,0.5,1
urban,8.47,4.0,0.97,1
rural,3.21,6.0,0.97,0
rural,7.62,4.0,0.48,1
rural,4.62,6.0,0.8,1
urban,6.21,1.0,,1
urban,8.07,8.0,0.75,1
urban,7.18,4.0,0.65,1
urban,5.3,4.0,0.7,1
urban,7.01,7.0,0.44,1
urban,3.94,4.0,0.83,1
rural,,4.0,0.45,0
rural,6.59,5.0,0.71,1
rural,9.24,4.0,0.87,1
rural,5.95,6.0,0.66,1
urban,5.95,6.0,0.51,1
urban,5.47,5.0,0.53,1
rural,8.75,2.0,0.71,1
urban,5.58,6.0,0.09,1
rural,8.29,6.0,0.64,1
rural,6.24,5.0,0.37,1
rural,3.05,2.0,0.14,1
urban,5.86,5.0,0.91,1
rural,4.64,8.0,0.5,1
rural,7.07,5.0,,1
rural,4.62,4.0,0.54,0
urban,8.85,6.0,,1
urban,6.82,5.0,0.19,1
rural,6.64,4.0,0.63,1
urban,8.31,4.0,0.35,1
urban,8.93,5.0,0.71,1
urban,6.96,4.0,0.77,1
urban,5.46,,0.01,0
urban,3.45,4.0,0.72,1
urban,5.63,5.0,0.35,1
urban,5.77,3.0,0.3,1
urban,7.21,1.0,0.37,1
urban,6.31,7.0,0.58,1
urban,8.38,5.0,0.11,1
rural,5.77,4.0,0.7,1
rural,6.89,2.0,0.45,1
urban,9.37,8.0,0.16,1
rural,7.68,5.0,0.51,1
rural,6.88,5.0,0.57,1
urban,5.8,5.0,0.35,1
urban,5.73,7.0,0.9,1
urban,5.3,5.0,0.7,1
rural,5.92,3.0,0.66,1
rural,8.51,8.0,0.05,1
urban,6.56,5.0,0.5,1
urban,4.3,4.0,0.85,0
urban,10.0,11.0,,1
rural,7.64,2.0,0.23,1
rural,4.19,2.0,0.86,1
rural,6.12,7.0,0.37,1
rural,7.22,2.0,0.92,1
urban,,5.0,0.51,0
urban,4.78,4.0,0.79,0
urban,8.95,4.0,0.61,1
urban,9.8,5.0,0.29,1
rural,5.74,4.0,0.65,1
rural,6.44,5.0,0.01,1
urban,4.93,2.0,0.84,1
urban,6.59,3.0,0.97,1
rural,6.93,4.0,0.21,1
urban,8.32,3.0,0.88,1
rural,9.18,5.0,0.17,1
urban,5.5,7.0,0.49,1
urban,3.07,3.0,0.29,0
urban,6.96,7.0,0.19,1
urban,7.59,,0.76,0
urban,7.5,3.0,0.81,1
urban,6.35,5.0,0.84,1
urban,7.25,4.0,0.01,1
rural,10.0,3.0,0.85,1
rural,7.76,4.0,0.05,1
rural,6.25,,0.45,0
rural,6.0,8.0,0.18,1
rural,6.66,4.0,0.91,1
urban,10.0,2.0,0.58,1
urban,6.63,4.0,0.47,1
rural,6.96,6.0,0.44,1
urban,6.04,1.0,0.4,1
rural,9.2,5.0,0.47,1
rural,10.0,7.0,0.57,1
urban,7.9,3.0,0.82,1
urban,7.17,2.0,0.24,1
urban,7.07,,0.8,0
rural,2.23,5.0,0.83,0
urban,8.49,9.0,0.85,1
rural,,2.0,0.94,0
rural,7.86,6.0,0.96,1
rural,5.58,5.0,0.11,1
urban,,3.0,0.88,0
urban,6.18,4.0,0.85,1
rural,9.04,5.0,0.38,1
urban,6.24,5.0,0.69,1
urban,10.0,7.0,0.93,1
urban,7.86,2.0,0.09,1
rural,4.45,6.0,0.35,0
rural,,7.0,0.97,0
urban,5.7,8.0,0.55,1
rural,2.61,2.0,0.09,0
urban,10.0,9.0,0.96,1
urban,8.41,1.0,0.9,1
urban,8.07,9.0,0.81,1
urban,7.33,3.0,0.79,1
rural,4.24,,0.49,0
rural,6.03,,0.88,0
rural,8.68,6.0,0.31,1
urban,4.9,8.0,0.36,0
urban,1.94,6.0,0.22,0
urban,6.55,5.0,,1
rural,6.72,6.0,0.23,1
urban,7.27,4.0,0.34,1
rural,8.46,3.0,0.69,1
rural,8.28,5.0,0.43,1
rural,7.52,6.0,0.77,1
rural,9.39,6.0,0.48,1
rural,3.96,7.0,0.14,1
rural,8.01,4.0,0.74,1
urban,8.25,5.0,0.07,1
urban,4.52,8.0,0.94,0
rural,3.99,2.0,0.84,1
rural,5.51,10.0,0.96,1
urban,5.68,6.0,0.25,1
rural,8.51,5.0,0.48,1
rural,5.77,5.0,0.19,1
urban,5.29,5.0,0.42,1
rural,5.78,1.0,0.24,1
rural,9.24,3.0,0.85,1
rural,,8.0,0.12,0
urban,6.64,3.0,0.23,1
urban,6.78,,0.26,0
urban,9.58,4.0,0.74,1
rural,5.5,2.0,0.63,1
rural,9.63,10.0,0.14,1
urban,7.42,3.0,0.61,1
rural,6.68,7.0,0.85,1
rural,10.0,10.0,0.45,1
rural,4.89,,0.61,0
rural,6.29,2.0,0.53,1
rural,4.54,3.0,0.36,1
urban,8.9,5.0,0.0,1
rural,10.0,9.0,0.19,1
urban,10.0,3.0,0.95,1
rural,9.45,5.0,,1
urban,,4.0,0.3,0
rural,6.27,5.0,0.61,1
urban,3.66,7.0,0.9,0
rural,10.0,7.0,0.3,1
urban,7.94,4.0,0.22,1
rural,6.02,8.0,0.9,1
urban,9.66,7.0,0.77,1
rural,5.05,6.0,0.7,1
urban,7.81,9.0,0.56,1
urban,,7.0,0.43,0
rural,8.28,3.0,0.64,1
rural,6.87,2.0,0.22,1
urban,4.1,5.0,0.82,0
rural,7.15,11.0,0.42,1
urban,9.1,1.0,0.75,1
urban,,5.0,0.81,0
urban,8.55,7.0,0.08,1
rural,4.91,8.0,0.68,1
urban,6.95,,0.3,0
urban,5.75,9.0,0.36,1
rural,8.49,7.0,0.73,1
rural,,3.0,0.96,0
rural,8.38,10.0,0.8,1
rural,9.18,6.0,0.29,1
urban,8.38,4.0,0.71,1
urban,7.55,1.0,0.33,1
urban,5.0,8.0,0.44,1
urban,6.99,5.0,0.12,1
rural,5.93,7.0,0.83,1
urban,6.31,3.0,0.65,1
urban,6.25,5.0,0.86,1
rural,5.04,3.0,0.22,1
urban,3.09,,0.13,0
urban,5.66,6.0,0.82,1
urban,7.39,8.0,0.88,1
urban,4.3,3.0,0.17,0
urban,7.03,4.0,0.64,1
urban,10.0,6.0,0.17,1
rural,9.05,4.0,0.01,1
rural,10.0,5.0,0.54,1
urban,7.78,11.0,0.95,1
urban,9.34,2.0,0.59,1
rural,5.55,11.0,0.43,1
urban,5.71,7.0,0.28,1
urban,1.52,7.0,0.28,0
urban,9.37,6.0,0.26,1
rural,10.0,5.0,0.21,1
urban,5.89,5.0,0.07,1
rural,6.49,4.0,0.76,1
urban,5.49,5.0,0.32,1
rural,7.77,3.0,0.16,1
rural,9.25,3.0,0.6,1
urban,3.51,4.0,0.93,0
rural,7.82,5.0,0.69,1
urban,6.45,3.0,0.19,1
rural,7.23,7.0,0.41,1
urban,7.92,3.0,,1
urban,6.62,8.0,0.05,1
rural,6.79,8.0,0.34,1
urban,,6.0,0.39,0
urban,8.94,7.0,0.45,1
rural,7.84,7.0,0.56,1
urban,7.44,6.0,0.49,1
urban,4.46,5.0,0.16,0
rural,6.24,8.0,0.42,1
rural,8.8,4.0,0.37,1
urban,,5.0,0.93,0
urban,8.32,4.0,0.74,1
rural,10.0,6.0,0.87,1
rural,,4.0,,0
urban,7.19,1.0,0.06,1
rural,5.98,6.0,0.47,1
urban,1.89,7.0,0.78,0
urban,6.66,7.0,0.59,1
urban,6.35,8.0,0.76,1
urban,7.78,6.0,0.96,1
urban,6.69,8.0,0.25,1
rural,6.36,10.0,0.98,1
rural,3.44,1.0,0.12,0
rural,5.12,4.0,0.92,1
rural,7.95,5.0,0.19,1
urban,10.0,6.0,0.72,1
urban,6.8,5.0,0.78,1
urban,7.66,,0.81,0
urban,8.9,4.0,0.44,1
